year	talalunga_n	talalunga_dens	id
2004	0	0	649
2004	0	0	650
2004	0	0	651
2004	0	0	652
2004	5	0.0286697247706422	653
2004	0	0	654
2004	2	0.0108459869848156	655
2004	0	0	656
2004	0	0	657
2004	0	0	658
2004	0	0	659
2004	0	0	660
2004	0	0	661
2004	0	0	662
2004	0	0	663
2004	2	0.0144613159797542	664
2004	0	0	665
2004	0	0	666
2004	1	0.00610500610500611	667
2004	0	0	668
2004	0	0	669
2004	0	0	670
2004	0	0	671
2004	7	0.0446428571428571	672
2004	0	0	673
2004	0	0	674
2004	0	0	675
2004	0	0	676
2004	0	0	677
2004	0	0	678
2004	3	0.0171037628278221	679
2004	1	0.00579038795599305	680
2004	0	0	681
2004	0	0	682
2004	0	0	683
2004	0	0	684
2004	0	0	685
2004	0	0	686
2004	0	0	687
2004	1	0.00702740688685875	688
2004	0	0	689
2004	0	0	690
2004	0	0	691
2004	0	0	692
2004	0	0	693
2004	5	0.0371195248700817	694
2004	0	0	695
2004	0	0	696
2004	0	0	697
2004	0	0	698
2004	2	0.0129366106080207	699
2004	0	0	700
2004	5	0.0300661455201443	701
2004	0	0	702
2004	0	0	703
2004	0	0	704
2004	0	0	705
2004	0	0	706
2004	0	0	707
2004	2	0.0121728545343883	708
2004	1	0.00615384615384615	709
2004	0	0	710
2004	0	0	711
2004	0	0	712
2004	0	0	713
2004	0	0	714
2004	4	0.0231347599768652	715
2004	10	0.0631711939355654	716
2004	2	0.0107991360691145	717
2004	0	0	718
2004	2	0.00884955752212389	719
2004	6	0.0390625	720
2004	0	0	721
2004	18	0.104166666666667	722
2004	2	0.0140350877192982	723
2004	0	0	724
2004	4	0.0277585010409438	725
2004	9	0.0394736842105263	726
2004	0	0	727
2004	2	0.0148588410104012	728
2004	0	0	729
2004	2	0.011001100110011	730
2004	8	0.0663900414937759	731
2004	0	0	732
2004	2	0.0236406619385343	733
2004	3	0.0175233644859813	734
2004	0	0	735
2004	1	0.00803858520900321	736
2004	2	0.0122624156958921	737
2004	0	0	738
2004	0	0	739
2004	11	0.0537634408602151	740
2004	3	0.0226073850791258	741
2004	10	0.0643915003219575	742
2004	0	0	743
2004	5	0.0347222222222222	744
2004	24	0.144927536231884	745
2004	1	0.00778210116731518	746
2004	1	0.00597728631201434	747
2004	38	0.143721633888048	748
2004	2	0.0109529025191676	749
2004	0	0	750
2004	0	0	751
2004	0	0	752
2004	14	0.0717213114754098	753
2004	0	0	754
2004	2	0.0134589502018843	755
2004	0	0	756
2004	0	0	757
2004	19	0.0957661290322581	758
2004	6	0.0493015612161052	759
2004	2	0.0147058823529412	760
2004	1	0.00444839857651246	761
2004	0	0	762
2004	0	0	763
2004	0	0	764
2004	1	0.00742390497401633	765
2004	0	0	766
2004	1	0.00619962802231866	767
2004	4	0.026281208935611	768
2004	1	0.00653167864141084	769
2004	1	0.00862068965517241	770
2004	0	0	771
2004	2	0.0133422281521014	772
2004	1	0.00505816894284269	773
2004	0	0	774
2004	2	0.0136705399863295	775
2004	3	0.0160342063067878	776
2004	0	0	777
2004	0	0	778
2004	8	0.0390815828041036	779
2004	7	0.0460223537146614	780
2004	10	0.050761421319797	781
2004	6	0.0326086956521739	782
2004	0	0	783
2004	7	0.0557768924302789	784
2004	0	0	785
2004	3	0.0163220892274211	786
2004	0	0	787
2004	0	0	788
2004	0	0	789
2001	3	0.0163576881134133	790
2013	1	0.00206654267410622	791
2013	0	0	792
2013	1	0.00247096614776378	793
2013	3	0.00543281419775444	794
2013	0	0	795
2013	3	0.00854457419538593	796
2013	0	0	797
2013	0	0	798
2013	0	0	799
2013	0	0	800
2013	0	0	801
2013	0	0	802
2013	0	0	803
2013	0	0	804
2013	1	0.00215842866393266	805
2013	1	0.00276625172890733	806
2013	0	0	807
2013	0	0	808
